Date,Model,UseCase,TokenCostUSD,InfraCostUSD,LicenseCostUSD,MonitoringCostUSD,StorageCostUSD,BudgetUSD,TotalCostUSD
2025-07-19,Claude-3.5,Content Generation,27.71,33.33,66.67,10.0,6.67,400.0,144.38
2025-07-19,Claude-3.5,Customer Support Bot,16.54,33.33,66.67,10.0,6.67,500.0,133.21
2025-07-19,Claude-3.5,Data Analysis Tool,11.82,33.33,66.67,10.0,6.67,300.0,128.49
2025-07-19,Custom Fine-tuned,Code Review Assistant,8.0,26.67,50.0,10.0,6.67,333.33,101.34
2025-07-19,Custom Fine-tuned,Content Generation,24.08,26.67,50.0,10.0,6.67,400.0,117.42
2025-07-19,Custom Fine-tuned,Customer Support Bot,9.91,26.67,50.0,10.0,6.67,500.0,103.25
2025-07-19,Custom Fine-tuned,Data Analysis Tool,4.43,26.67,50.0,10.0,6.67,300.0,97.77
2025-07-19,GPT-4,Code Review Assistant,20.59,40.0,83.33,10.0,6.67,333.33,160.59
2025-07-19,GPT-4,Content Generation,45.91,40.0,83.33,10.0,6.67,400.0,185.91
2025-07-19,GPT-4,Customer Support Bot,24.2,40.0,83.33,10.0,6.67,500.0,164.2
2025-07-19,GPT-4,Data Analysis Tool,15.19,40.0,83.33,10.0,6.67,300.0,155.19
2025-07-19,Gemini-Pro,Code Review Assistant,9.43,30.0,60.0,10.0,6.67,333.33,116.1
2025-07-19,Gemini-Pro,Content Generation,20.44,30.0,60.0,10.0,6.67,400.0,127.11
2025-07-19,Gemini-Pro,Customer Support Bot,19.75,30.0,60.0,10.0,6.67,500.0,126.42
2025-07-19,Gemini-Pro,Data Analysis Tool,8.22,30.0,60.0,10.0,6.67,300.0,114.89
2025-07-20,Claude-3.5,Code Review Assistant,9.31,33.33,66.67,10.0,6.67,333.33,125.98
2025-07-20,Claude-3.5,Content Generation,36.0,33.33,66.67,10.0,6.67,400.0,152.67
2025-07-20,Claude-3.5,Customer Support Bot,15.08,33.33,66.67,10.0,6.67,500.0,131.75
2025-07-20,Claude-3.5,Data Analysis Tool,8.64,33.33,66.67,10.0,6.67,300.0,125.31
2025-07-20,Custom Fine-tuned,Code Review Assistant,5.7,26.67,50.0,10.0,6.67,333.33,99.04
2025-07-20,Custom Fine-tuned,Content Generation,16.05,26.67,50.0,10.0,6.67,400.0,109.39
2025-07-20,Custom Fine-tuned,Customer Support Bot,16.03,26.67,50.0,10.0,6.67,500.0,109.37
2025-07-20,Custom Fine-tuned,Data Analysis Tool,6.96,26.67,50.0,10.0,6.67,300.0,100.3
2025-07-20,GPT-4,Code Review Assistant,19.23,40.0,83.33,10.0,6.67,333.33,159.23
2025-07-20,GPT-4,Content Generation,52.63,40.0,83.33,10.0,6.67,400.0,192.63
2025-07-20,GPT-4,Customer Support Bot,25.91,40.0,83.33,10.0,6.67,500.0,165.91
2025-07-20,GPT-4,Data Analysis Tool,11.74,40.0,83.33,10.0,6.67,300.0,151.74
2025-07-20,Gemini-Pro,Code Review Assistant,8.62,30.0,60.0,10.0,6.67,333.33,115.29
2025-07-20,Gemini-Pro,Content Generation,24.39,30.0,60.0,10.0,6.67,400.0,131.06
2025-07-20,Gemini-Pro,Customer Support Bot,18.03,30.0,60.0,10.0,6.67,500.0,124.7
2025-07-20,Gemini-Pro,Data Analysis Tool,5.67,30.0,60.0,10.0,6.67,300.0,112.34
2025-07-21,Claude-3.5,Code Review Assistant,10.56,33.33,66.67,10.0,6.67,333.33,127.23
2025-07-21,Claude-3.5,Content Generation,31.5,33.33,66.67,10.0,6.67,400.0,148.17
2025-07-21,Claude-3.5,Customer Support Bot,14.85,33.33,66.67,10.0,6.67,500.0,131.52
2025-07-21,Claude-3.5,Data Analysis Tool,8.82,33.33,66.67,10.0,6.67,300.0,125.49
2025-07-21,Custom Fine-tuned,Code Review Assistant,8.39,26.67,50.0,10.0,6.67,333.33,101.73
2025-07-21,Custom Fine-tuned,Content Generation,17.14,26.67,50.0,10.0,6.67,400.0,110.48
2025-07-21,Custom Fine-tuned,Customer Support Bot,10.56,26.67,50.0,10.0,6.67,500.0,103.9
2025-07-21,Custom Fine-tuned,Data Analysis Tool,6.57,26.67,50.0,10.0,6.67,300.0,99.91
2025-07-21,GPT-4,Code Review Assistant,19.41,40.0,83.33,10.0,6.67,333.33,159.41
2025-07-21,GPT-4,Content Generation,60.37,40.0,83.33,10.0,6.67,400.0,200.37
2025-07-21,GPT-4,Customer Support Bot,42.92,40.0,83.33,10.0,6.67,500.0,182.92
2025-07-21,GPT-4,Data Analysis Tool,17.4,40.0,83.33,10.0,6.67,300.0,157.4
2025-07-21,Gemini-Pro,Code Review Assistant,11.44,30.0,60.0,10.0,6.67,333.33,118.11
2025-07-21,Gemini-Pro,Content Generation,31.83,30.0,60.0,10.0,6.67,400.0,138.5
2025-07-21,Gemini-Pro,Customer Support Bot,16.95,30.0,60.0,10.0,6.67,500.0,123.62
2025-07-21,Gemini-Pro,Data Analysis Tool,5.75,30.0,60.0,10.0,6.67,300.0,112.42
2025-07-22,Claude-3.5,Code Review Assistant,11.25,33.33,66.67,10.0,6.67,333.33,127.92
2025-07-22,Claude-3.5,Content Generation,24.59,33.33,66.67,10.0,6.67,400.0,141.26
2025-07-22,Claude-3.5,Customer Support Bot,26.11,33.33,66.67,10.0,6.67,500.0,142.78
2025-07-22,Claude-3.5,Data Analysis Tool,12.63,33.33,66.67,10.0,6.67,300.0,129.3
2025-07-22,Custom Fine-tuned,Code Review Assistant,13.42,26.67,50.0,10.0,6.67,333.33,106.76
2025-07-22,Custom Fine-tuned,Content Generation,24.35,26.67,50.0,10.0,6.67,400.0,117.69
2025-07-22,Custom Fine-tuned,Customer Support Bot,8.65,26.67,50.0,10.0,6.67,500.0,101.99
2025-07-22,Custom Fine-tuned,Data Analysis Tool,6.9,26.67,50.0,10.0,6.67,300.0,100.24
2025-07-22,GPT-4,Code Review Assistant,18.68,40.0,83.33,10.0,6.67,333.33,158.68
2025-07-22,GPT-4,Content Generation,70.0,40.0,83.33,10.0,6.67,400.0,210.0
2025-07-22,GPT-4,Customer Support Bot,26.56,40.0,83.33,10.0,6.67,500.0,166.56
2025-07-22,GPT-4,Data Analysis Tool,17.14,40.0,83.33,10.0,6.67,300.0,157.14
2025-07-22,Gemini-Pro,Code Review Assistant,9.82,30.0,60.0,10.0,6.67,333.33,116.49
2025-07-22,Gemini-Pro,Content Generation,26.43,30.0,60.0,10.0,6.67,400.0,133.1
2025-07-22,Gemini-Pro,Customer Support Bot,14.01,30.0,60.0,10.0,6.67,500.0,120.68
2025-07-22,Gemini-Pro,Data Analysis Tool,6.27,30.0,60.0,10.0,6.67,300.0,112.94
2025-07-23,Claude-3.5,Code Review Assistant,13.23,33.33,66.67,10.0,6.67,333.33,129.9
2025-07-23,Claude-3.5,Content Generation,32.13,33.33,66.67,10.0,6.67,400.0,148.8
2025-07-23,Claude-3.5,Customer Support Bot,23.49,33.33,66.67,10.0,6.67,500.0,140.16
2025-07-23,Claude-3.5,Data Analysis Tool,7.46,33.33,66.67,10.0,6.67,300.0,124.13
2025-07-23,Custom Fine-tuned,Code Review Assistant,8.69,26.67,50.0,10.0,6.67,333.33,102.03
2025-07-23,Custom Fine-tuned,Content Generation,24.23,26.67,50.0,10.0,6.67,400.0,117.57
2025-07-23,Custom Fine-tuned,Customer Support Bot,11.88,26.67,50.0,10.0,6.67,500.0,105.22
2025-07-23,Custom Fine-tuned,Data Analysis Tool,8.65,26.67,50.0,10.0,6.67,300.0,101.99
2025-07-23,GPT-4,Code Review Assistant,17.03,40.0,83.33,10.0,6.67,333.33,157.03
2025-07-23,GPT-4,Content Generation,39.23,40.0,83.33,10.0,6.67,400.0,179.23
2025-07-23,GPT-4,Customer Support Bot,32.75,40.0,83.33,10.0,6.67,500.0,172.75
2025-07-23,GPT-4,Data Analysis Tool,18.4,40.0,83.33,10.0,6.67,300.0,158.4
2025-07-23,Gemini-Pro,Code Review Assistant,10.24,30.0,60.0,10.0,6.67,333.33,116.91
2025-07-23,Gemini-Pro,Content Generation,33.81,30.0,60.0,10.0,6.67,400.0,140.48
2025-07-23,Gemini-Pro,Customer Support Bot,22.03,30.0,60.0,10.0,6.67,500.0,128.7
2025-07-23,Gemini-Pro,Data Analysis Tool,6.94,30.0,60.0,10.0,6.67,300.0,113.61
2025-07-24,Claude-3.5,Code Review Assistant,12.44,33.33,66.67,10.0,6.67,333.33,129.11
2025-07-24,Claude-3.5,Content Generation,33.42,33.33,66.67,10.0,6.67,400.0,150.09
2025-07-24,Claude-3.5,Customer Support Bot,20.85,33.33,66.67,10.0,6.67,500.0,137.52
2025-07-24,Claude-3.5,Data Analysis Tool,8.44,33.33,66.67,10.0,6.67,300.0,125.11
2025-07-24,Custom Fine-tuned,Code Review Assistant,6.65,26.67,50.0,10.0,6.67,333.33,99.99
2025-07-24,Custom Fine-tuned,Content Generation,19.39,26.67,50.0,10.0,6.67,400.0,112.73
2025-07-24,Custom Fine-tuned,Customer Support Bot,13.45,26.67,50.0,10.0,6.67,500.0,106.79
2025-07-24,Custom Fine-tuned,Data Analysis Tool,6.59,26.67,50.0,10.0,6.67,300.0,99.93
2025-07-24,GPT-4,Code Review Assistant,20.05,40.0,83.33,10.0,6.67,333.33,160.05
2025-07-24,GPT-4,Content Generation,52.47,40.0,83.33,10.0,6.67,400.0,192.47
2025-07-24,GPT-4,Customer Support Bot,19.9,40.0,83.33,10.0,6.67,500.0,159.9
2025-07-24,GPT-4,Data Analysis Tool,22.89,40.0,83.33,10.0,6.67,300.0,162.89
2025-07-24,Gemini-Pro,Code Review Assistant,11.06,30.0,60.0,10.0,6.67,333.33,117.73
2025-07-24,Gemini-Pro,Content Generation,25.37,30.0,60.0,10.0,6.67,400.0,132.04
2025-07-24,Gemini-Pro,Customer Support Bot,11.62,30.0,60.0,10.0,6.67,500.0,118.29
2025-07-24,Gemini-Pro,Data Analysis Tool,12.7,30.0,60.0,10.0,6.67,300.0,119.37
2025-07-25,Claude-3.5,Code Review Assistant,13.79,33.33,66.67,10.0,6.67,333.33,130.46
2025-07-25,Claude-3.5,Content Generation,44.85,33.33,66.67,10.0,6.67,400.0,161.52
2025-07-25,Claude-3.5,Customer Support Bot,19.31,33.33,66.67,10.0,6.67,500.0,135.98
2025-07-25,Claude-3.5,Data Analysis Tool,11.74,33.33,66.67,10.0,6.67,300.0,128.41
2025-07-25,Custom Fine-tuned,Code Review Assistant,6.97,26.67,50.0,10.0,6.67,333.33,100.31
2025-07-25,Custom Fine-tuned,Content Generation,33.61,26.67,50.0,10.0,6.67,400.0,126.95
2025-07-25,Custom Fine-tuned,Customer Support Bot,15.28,26.67,50.0,10.0,6.67,500.0,108.62
2025-07-25,Custom Fine-tuned,Data Analysis Tool,7.38,26.67,50.0,10.0,6.67,300.0,100.72
2025-07-25,GPT-4,Code Review Assistant,22.22,40.0,83.33,10.0,6.67,333.33,162.22
2025-07-25,GPT-4,Content Generation,50.03,40.0,83.33,10.0,6.67,400.0,190.03
2025-07-25,GPT-4,Customer Support Bot,26.0,40.0,83.33,10.0,6.67,500.0,166.0
2025-07-25,GPT-4,Data Analysis Tool,15.5,40.0,83.33,10.0,6.67,300.0,155.5
2025-07-25,Gemini-Pro,Code Review Assistant,9.25,30.0,60.0,10.0,6.67,333.33,115.92
2025-07-25,Gemini-Pro,Content Generation,26.63,30.0,60.0,10.0,6.67,400.0,133.3
2025-07-25,Gemini-Pro,Customer Support Bot,17.79,30.0,60.0,10.0,6.67,500.0,124.46
2025-07-25,Gemini-Pro,Data Analysis Tool,7.91,30.0,60.0,10.0,6.67,300.0,114.58
2025-07-26,Claude-3.5,Code Review Assistant,11.7,33.33,66.67,10.0,6.67,333.33,128.37
2025-07-26,Claude-3.5,Content Generation,21.71,33.33,66.67,10.0,6.67,400.0,138.38
2025-07-26,Claude-3.5,Customer Support Bot,16.12,33.33,66.67,10.0,6.67,500.0,132.79
2025-07-26,Claude-3.5,Data Analysis Tool,9.31,33.33,66.67,10.0,6.67,300.0,125.98
2025-07-26,Custom Fine-tuned,Code Review Assistant,5.61,26.67,50.0,10.0,6.67,333.33,98.95
2025-07-26,Custom Fine-tuned,Content Generation,16.49,26.67,50.0,10.0,6.67,400.0,109.83
2025-07-26,Custom Fine-tuned,Customer Support Bot,11.02,26.67,50.0,10.0,6.67,500.0,104.36
2025-07-26,Custom Fine-tuned,Data Analysis Tool,7.66,26.67,50.0,10.0,6.67,300.0,101.0
2025-07-26,GPT-4,Code Review Assistant,14.49,40.0,83.33,10.0,6.67,333.33,154.49
2025-07-26,GPT-4,Content Generation,56.7,40.0,83.33,10.0,6.67,400.0,196.7
2025-07-26,GPT-4,Customer Support Bot,29.32,40.0,83.33,10.0,6.67,500.0,169.32
2025-07-26,GPT-4,Data Analysis Tool,15.57,40.0,83.33,10.0,6.67,300.0,155.57
2025-07-26,Gemini-Pro,Code Review Assistant,9.74,30.0,60.0,10.0,6.67,333.33,116.41
2025-07-26,Gemini-Pro,Content Generation,27.04,30.0,60.0,10.0,6.67,400.0,133.71
2025-07-26,Gemini-Pro,Customer Support Bot,11.46,30.0,60.0,10.0,6.67,500.0,118.13
2025-07-26,Gemini-Pro,Data Analysis Tool,5.06,30.0,60.0,10.0,6.67,300.0,111.73
2025-07-27,Claude-3.5,Code Review Assistant,9.62,33.33,66.67,10.0,6.67,333.33,126.29
2025-07-27,Claude-3.5,Content Generation,31.16,33.33,66.67,10.0,6.67,400.0,147.83
2025-07-27,Claude-3.5,Customer Support Bot,17.09,33.33,66.67,10.0,6.67,500.0,133.76
2025-07-27,Claude-3.5,Data Analysis Tool,8.17,33.33,66.67,10.0,6.67,300.0,124.84
2025-07-27,Custom Fine-tuned,Code Review Assistant,8.75,26.67,50.0,10.0,6.67,333.33,102.09
2025-07-27,Custom Fine-tuned,Content Generation,21.82,26.67,50.0,10.0,6.67,400.0,115.16
2025-07-27,Custom Fine-tuned,Customer Support Bot,10.87,26.67,50.0,10.0,6.67,500.0,104.21
2025-07-27,Custom Fine-tuned,Data Analysis Tool,5.42,26.67,50.0,10.0,6.67,300.0,98.76
2025-07-27,GPT-4,Code Review Assistant,13.34,40.0,83.33,10.0,6.67,333.33,153.34
2025-07-27,GPT-4,Content Generation,44.15,40.0,83.33,10.0,6.67,400.0,184.15
2025-07-27,GPT-4,Customer Support Bot,24.17,40.0,83.33,10.0,6.67,500.0,164.17
2025-07-27,GPT-4,Data Analysis Tool,14.57,40.0,83.33,10.0,6.67,300.0,154.57
2025-07-27,Gemini-Pro,Code Review Assistant,8.09,30.0,60.0,10.0,6.67,333.33,114.76
2025-07-27,Gemini-Pro,Content Generation,23.06,30.0,60.0,10.0,6.67,400.0,129.73
2025-07-27,Gemini-Pro,Customer Support Bot,12.83,30.0,60.0,10.0,6.67,500.0,119.5
2025-07-27,Gemini-Pro,Data Analysis Tool,6.93,30.0,60.0,10.0,6.67,300.0,113.6
2025-07-28,Claude-3.5,Code Review Assistant,11.24,33.33,66.67,10.0,6.67,333.33,127.91
2025-07-28,Claude-3.5,Content Generation,34.82,33.33,66.67,10.0,6.67,400.0,151.49
2025-07-28,Claude-3.5,Customer Support Bot,14.62,33.33,66.67,10.0,6.67,500.0,131.29
2025-07-28,Claude-3.5,Data Analysis Tool,7.19,33.33,66.67,10.0,6.67,300.0,123.86
2025-07-28,Custom Fine-tuned,Code Review Assistant,7.49,26.67,50.0,10.0,6.67,333.33,100.83
2025-07-28,Custom Fine-tuned,Content Generation,33.73,26.67,50.0,10.0,6.67,400.0,127.07
2025-07-28,Custom Fine-tuned,Customer Support Bot,13.73,26.67,50.0,10.0,6.67,500.0,107.07
2025-07-28,Custom Fine-tuned,Data Analysis Tool,5.53,26.67,50.0,10.0,6.67,300.0,98.87
2025-07-28,GPT-4,Code Review Assistant,10.27,40.0,83.33,10.0,6.67,333.33,150.27
2025-07-28,GPT-4,Content Generation,56.39,40.0,83.33,10.0,6.67,400.0,196.39
2025-07-28,GPT-4,Customer Support Bot,26.53,40.0,83.33,10.0,6.67,500.0,166.53
2025-07-28,GPT-4,Data Analysis Tool,18.43,40.0,83.33,10.0,6.67,300.0,158.43
2025-07-28,Gemini-Pro,Code Review Assistant,10.09,30.0,60.0,10.0,6.67,333.33,116.76
2025-07-28,Gemini-Pro,Content Generation,35.48,30.0,60.0,10.0,6.67,400.0,142.15
2025-07-28,Gemini-Pro,Customer Support Bot,17.13,30.0,60.0,10.0,6.67,500.0,123.8
2025-07-28,Gemini-Pro,Data Analysis Tool,8.23,30.0,60.0,10.0,6.67,300.0,114.9
2025-07-29,Claude-3.5,Code Review Assistant,12.08,33.33,66.67,10.0,6.67,333.33,128.75
2025-07-29,Claude-3.5,Content Generation,32.12,33.33,66.67,10.0,6.67,400.0,148.79
2025-07-29,Claude-3.5,Customer Support Bot,20.31,33.33,66.67,10.0,6.67,500.0,136.98
2025-07-29,Claude-3.5,Data Analysis Tool,10.55,33.33,66.67,10.0,6.67,300.0,127.22
2025-07-29,Custom Fine-tuned,Code Review Assistant,7.39,26.67,50.0,10.0,6.67,333.33,100.73
2025-07-29,Custom Fine-tuned,Content Generation,28.09,26.67,50.0,10.0,6.67,400.0,121.43
2025-07-29,Custom Fine-tuned,Customer Support Bot,15.26,26.67,50.0,10.0,6.67,500.0,108.6
2025-07-29,Custom Fine-tuned,Data Analysis Tool,9.95,26.67,50.0,10.0,6.67,300.0,103.29
2025-07-29,GPT-4,Code Review Assistant,22.08,40.0,83.33,10.0,6.67,333.33,162.08
2025-07-29,GPT-4,Content Generation,56.89,40.0,83.33,10.0,6.67,400.0,196.89
2025-07-29,GPT-4,Customer Support Bot,28.33,40.0,83.33,10.0,6.67,500.0,168.33
2025-07-29,GPT-4,Data Analysis Tool,13.9,40.0,83.33,10.0,6.67,300.0,153.9
2025-07-29,Gemini-Pro,Code Review Assistant,13.55,30.0,60.0,10.0,6.67,333.33,120.22
2025-07-29,Gemini-Pro,Content Generation,37.49,30.0,60.0,10.0,6.67,400.0,144.16
2025-07-29,Gemini-Pro,Customer Support Bot,16.7,30.0,60.0,10.0,6.67,500.0,123.37
2025-07-29,Gemini-Pro,Data Analysis Tool,5.69,30.0,60.0,10.0,6.67,300.0,112.36
2025-07-30,Claude-3.5,Code Review Assistant,10.23,33.33,66.67,10.0,6.67,333.33,126.9
2025-07-30,Claude-3.5,Content Generation,41.96,33.33,66.67,10.0,6.67,400.0,158.63
2025-07-30,Claude-3.5,Customer Support Bot,24.49,33.33,66.67,10.0,6.67,500.0,141.16
2025-07-30,Claude-3.5,Data Analysis Tool,11.15,33.33,66.67,10.0,6.67,300.0,127.82
2025-07-30,Custom Fine-tuned,Code Review Assistant,10.56,26.67,50.0,10.0,6.67,333.33,103.9
2025-07-30,Custom Fine-tuned,Content Generation,26.41,26.67,50.0,10.0,6.67,400.0,119.75
2025-07-30,Custom Fine-tuned,Customer Support Bot,15.46,26.67,50.0,10.0,6.67,500.0,108.8
2025-07-30,Custom Fine-tuned,Data Analysis Tool,8.11,26.67,50.0,10.0,6.67,300.0,101.45
2025-07-30,GPT-4,Code Review Assistant,23.11,40.0,83.33,10.0,6.67,333.33,163.11
2025-07-30,GPT-4,Content Generation,45.05,40.0,83.33,10.0,6.67,400.0,185.05
2025-07-30,GPT-4,Customer Support Bot,34.78,40.0,83.33,10.0,6.67,500.0,174.78
2025-07-30,GPT-4,Data Analysis Tool,14.52,40.0,83.33,10.0,6.67,300.0,154.52
2025-07-30,Gemini-Pro,Code Review Assistant,11.54,30.0,60.0,10.0,6.67,333.33,118.21
2025-07-30,Gemini-Pro,Content Generation,29.14,30.0,60.0,10.0,6.67,400.0,135.81
2025-07-30,Gemini-Pro,Customer Support Bot,18.81,30.0,60.0,10.0,6.67,500.0,125.48
2025-07-30,Gemini-Pro,Data Analysis Tool,8.27,30.0,60.0,10.0,6.67,300.0,114.94
2025-07-31,Claude-3.5,Code Review Assistant,11.82,33.33,66.67,10.0,6.67,333.33,128.49
2025-07-31,Claude-3.5,Content Generation,42.63,33.33,66.67,10.0,6.67,400.0,159.3
2025-07-31,Claude-3.5,Customer Support Bot,25.55,33.33,66.67,10.0,6.67,500.0,142.22
2025-07-31,Claude-3.5,Data Analysis Tool,9.95,33.33,66.67,10.0,6.67,300.0,126.62
2025-07-31,Custom Fine-tuned,Code Review Assistant,8.18,26.67,50.0,10.0,6.67,333.33,101.52
2025-07-31,Custom Fine-tuned,Content Generation,16.01,26.67,50.0,10.0,6.67,400.0,109.35
2025-07-31,Custom Fine-tuned,Customer Support Bot,10.96,26.67,50.0,10.0,6.67,500.0,104.3
2025-07-31,Custom Fine-tuned,Data Analysis Tool,8.82,26.67,50.0,10.0,6.67,300.0,102.16
2025-07-31,GPT-4,Code Review Assistant,14.88,40.0,83.33,10.0,6.67,333.33,154.88
2025-07-31,GPT-4,Content Generation,61.17,40.0,83.33,10.0,6.67,400.0,201.17
2025-07-31,GPT-4,Customer Support Bot,33.38,40.0,83.33,10.0,6.67,500.0,173.38
2025-07-31,GPT-4,Data Analysis Tool,7.32,40.0,83.33,10.0,6.67,300.0,147.32
2025-07-31,Gemini-Pro,Code Review Assistant,8.75,30.0,60.0,10.0,6.67,333.33,115.42
2025-07-31,Gemini-Pro,Content Generation,26.46,30.0,60.0,10.0,6.67,400.0,133.13
2025-07-31,Gemini-Pro,Customer Support Bot,16.68,30.0,60.0,10.0,6.67,500.0,123.35
2025-07-31,Gemini-Pro,Data Analysis Tool,11.03,30.0,60.0,10.0,6.67,300.0,117.7
2025-08-01,Claude-3.5,Code Review Assistant,12.9,33.33,66.67,10.0,6.67,333.33,129.57
2025-08-01,Claude-3.5,Content Generation,29.08,33.33,66.67,10.0,6.67,400.0,145.75
2025-08-01,Claude-3.5,Customer Support Bot,19.42,33.33,66.67,10.0,6.67,500.0,136.09
2025-08-01,Claude-3.5,Data Analysis Tool,7.04,33.33,66.67,10.0,6.67,300.0,123.71
2025-08-01,Custom Fine-tuned,Code Review Assistant,6.91,26.67,50.0,10.0,6.67,333.33,100.25
2025-08-01,Custom Fine-tuned,Content Generation,27.72,26.67,50.0,10.0,6.67,400.0,121.06
2025-08-01,Custom Fine-tuned,Customer Support Bot,13.46,26.67,50.0,10.0,6.67,500.0,106.8
2025-08-01,Custom Fine-tuned,Data Analysis Tool,6.83,26.67,50.0,10.0,6.67,300.0,100.17
2025-08-01,GPT-4,Code Review Assistant,16.79,40.0,83.33,10.0,6.67,333.33,156.79
2025-08-01,GPT-4,Content Generation,57.95,40.0,83.33,10.0,6.67,400.0,197.95
2025-08-01,GPT-4,Customer Support Bot,34.72,40.0,83.33,10.0,6.67,500.0,174.72
2025-08-01,GPT-4,Data Analysis Tool,13.67,40.0,83.33,10.0,6.67,300.0,153.67
2025-08-01,Gemini-Pro,Code Review Assistant,13.64,30.0,60.0,10.0,6.67,333.33,120.31
2025-08-01,Gemini-Pro,Content Generation,17.56,30.0,60.0,10.0,6.67,400.0,124.23
2025-08-01,Gemini-Pro,Customer Support Bot,19.98,30.0,60.0,10.0,6.67,500.0,126.65
2025-08-01,Gemini-Pro,Data Analysis Tool,3.16,30.0,60.0,10.0,6.67,300.0,109.83
2025-08-02,Claude-3.5,Code Review Assistant,14.15,33.33,66.67,10.0,6.67,333.33,130.82
2025-08-02,Claude-3.5,Content Generation,29.46,33.33,66.67,10.0,6.67,400.0,146.13
2025-08-02,Claude-3.5,Customer Support Bot,14.7,33.33,66.67,10.0,6.67,500.0,131.37
2025-08-02,Claude-3.5,Data Analysis Tool,7.73,33.33,66.67,10.0,6.67,300.0,124.4
2025-08-02,Custom Fine-tuned,Code Review Assistant,5.46,26.67,50.0,10.0,6.67,333.33,98.8
2025-08-02,Custom Fine-tuned,Content Generation,27.7,26.67,50.0,10.0,6.67,400.0,121.04
2025-08-02,Custom Fine-tuned,Customer Support Bot,16.7,26.67,50.0,10.0,6.67,500.0,110.04
2025-08-02,Custom Fine-tuned,Data Analysis Tool,6.62,26.67,50.0,10.0,6.67,300.0,99.96
2025-08-02,GPT-4,Code Review Assistant,15.02,40.0,83.33,10.0,6.67,333.33,155.02
2025-08-02,GPT-4,Content Generation,52.83,40.0,83.33,10.0,6.67,400.0,192.83
2025-08-02,GPT-4,Customer Support Bot,25.76,40.0,83.33,10.0,6.67,500.0,165.76
2025-08-02,GPT-4,Data Analysis Tool,11.88,40.0,83.33,10.0,6.67,300.0,151.88
2025-08-02,Gemini-Pro,Code Review Assistant,9.38,30.0,60.0,10.0,6.67,333.33,116.05
2025-08-02,Gemini-Pro,Content Generation,32.31,30.0,60.0,10.0,6.67,400.0,138.98
2025-08-02,Gemini-Pro,Customer Support Bot,15.76,30.0,60.0,10.0,6.67,500.0,122.43
2025-08-02,Gemini-Pro,Data Analysis Tool,9.76,30.0,60.0,10.0,6.67,300.0,116.43
2025-08-03,Claude-3.5,Code Review Assistant,10.89,33.33,66.67,10.0,6.67,333.33,127.56
2025-08-03,Claude-3.5,Content Generation,38.78,33.33,66.67,10.0,6.67,400.0,155.45
2025-08-03,Claude-3.5,Customer Support Bot,20.17,33.33,66.67,10.0,6.67,500.0,136.84
2025-08-03,Claude-3.5,Data Analysis Tool,10.23,33.33,66.67,10.0,6.67,300.0,126.9
2025-08-03,Custom Fine-tuned,Code Review Assistant,6.49,26.67,50.0,10.0,6.67,333.33,99.83
2025-08-03,Custom Fine-tuned,Content Generation,23.49,26.67,50.0,10.0,6.67,400.0,116.83
2025-08-03,Custom Fine-tuned,Customer Support Bot,10.98,26.67,50.0,10.0,6.67,500.0,104.32
2025-08-03,Custom Fine-tuned,Data Analysis Tool,3.0,26.67,50.0,10.0,6.67,300.0,96.34
2025-08-03,GPT-4,Code Review Assistant,10.43,40.0,83.33,10.0,6.67,333.33,150.43
2025-08-03,GPT-4,Content Generation,51.87,40.0,83.33,10.0,6.67,400.0,191.87
2025-08-03,GPT-4,Customer Support Bot,34.56,40.0,83.33,10.0,6.67,500.0,174.56
2025-08-03,GPT-4,Data Analysis Tool,14.79,40.0,83.33,10.0,6.67,300.0,154.79
2025-08-03,Gemini-Pro,Code Review Assistant,5.46,30.0,60.0,10.0,6.67,333.33,112.13
2025-08-03,Gemini-Pro,Content Generation,31.53,30.0,60.0,10.0,6.67,400.0,138.2
2025-08-03,Gemini-Pro,Customer Support Bot,11.84,30.0,60.0,10.0,6.67,500.0,118.51
2025-08-03,Gemini-Pro,Data Analysis Tool,7.18,30.0,60.0,10.0,6.67,300.0,113.85
2025-08-04,Claude-3.5,Code Review Assistant,8.33,33.33,66.67,10.0,6.67,333.33,125.0
2025-08-04,Claude-3.5,Content Generation,43.36,33.33,66.67,10.0,6.67,400.0,160.03
2025-08-04,Claude-3.5,Customer Support Bot,19.07,33.33,66.67,10.0,6.67,500.0,135.74
2025-08-04,Claude-3.5,Data Analysis Tool,12.31,33.33,66.67,10.0,6.67,300.0,128.98
2025-08-04,Custom Fine-tuned,Code Review Assistant,4.79,26.67,50.0,10.0,6.67,333.33,98.13
2025-08-04,Custom Fine-tuned,Content Generation,22.38,26.67,50.0,10.0,6.67,400.0,115.72
2025-08-04,Custom Fine-tuned,Customer Support Bot,11.48,26.67,50.0,10.0,6.67,500.0,104.82
2025-08-04,Custom Fine-tuned,Data Analysis Tool,6.93,26.67,50.0,10.0,6.67,300.0,100.27
2025-08-04,GPT-4,Code Review Assistant,14.67,40.0,83.33,10.0,6.67,333.33,154.67
2025-08-04,GPT-4,Content Generation,56.37,40.0,83.33,10.0,6.67,400.0,196.37
2025-08-04,GPT-4,Customer Support Bot,39.81,40.0,83.33,10.0,6.67,500.0,179.81
2025-08-04,GPT-4,Data Analysis Tool,19.84,40.0,83.33,10.0,6.67,300.0,159.84
