Date,Model,UseCase,Requests,PromptTokens,CompletionTokens,Accuracy,F1Score,HallucinationRate,LatencyP95ms,Failures
2025-07-20,Custom Fine-tuned,Data Analysis Tool,782,195500,385526,0.9154,0.8992,0.0204,1403,3
2025-07-21,GPT-4,Customer Support Bot,4380,1178220,1038060,0.9335,0.919,0.0261,1987,18
2025-07-21,GPT-4,Content Generation,1809,984096,1684179,0.9227,0.906,0.0271,1901,8
2025-07-21,GPT-4,Code Review Assistant,1246,532042,469742,0.9164,0.911,0.0339,1766,5
2025-07-21,GPT-4,Data Analysis Tool,1021,306300,477828,0.9305,0.9074,0.027,1593,5
2025-07-21,Claude-3.5,Customer Support Bot,3345,1020225,334500,0.9112,0.8784,0.0387,1568,3
2025-07-21,Claude-3.5,Content Generation,1585,878090,1223620,0.9041,0.8815,0.0381,1633,9
2025-07-21,Claude-3.5,Code Review Assistant,1226,409484,364122,0.909,0.8798,0.039,1608,5
2025-07-21,Claude-3.5,Data Analysis Tool,780,271440,332280,0.9168,0.9006,0.0271,1764,3
2025-07-21,Gemini-Pro,Customer Support Bot,3318,739914,653646,0.8726,0.8603,0.037,1473,12
2025-07-21,Gemini-Pro,Content Generation,1444,799976,1456996,0.8715,0.8293,0.0369,1429,6
2025-07-21,Gemini-Pro,Code Review Assistant,1097,460740,456352,0.8892,0.8702,0.0414,1375,8
2025-07-21,Gemini-Pro,Data Analysis Tool,800,216000,235200,0.8882,0.8458,0.0285,1399,3
2025-07-21,Custom Fine-tuned,Customer Support Bot,2511,542376,487134,0.908,0.8845,0.0221,1187,7
2025-07-21,Custom Fine-tuned,Content Generation,1213,724161,852739,0.9202,0.9033,0.0334,1150,8
2025-07-21,Custom Fine-tuned,Code Review Assistant,952,479808,367472,0.91,0.9033,0.0282,1241,4
2025-07-21,Custom Fine-tuned,Data Analysis Tool,769,252232,336822,0.919,0.9006,0.0265,1068,2
2025-07-22,GPT-4,Customer Support Bot,3427,897874,586017,0.9138,0.8937,0.035,1822,13
2025-07-22,GPT-4,Content Generation,2116,1324616,1891704,0.9125,0.9043,0.0349,2147,8
2025-07-22,GPT-4,Code Review Assistant,1261,569972,432523,0.9095,0.8834,0.0293,1889,5
2025-07-22,GPT-4,Data Analysis Tool,1038,321780,463986,0.9283,0.9132,0.0252,1656,4
2025-07-22,Claude-3.5,Customer Support Bot,3159,1004562,903474,0.8965,0.8634,0.0355,1471,21
2025-07-22,Claude-3.5,Content Generation,1452,932184,856680,0.9176,0.9005,0.0368,1376,6
2025-07-22,Claude-3.5,Code Review Assistant,1239,572418,333291,0.9184,0.8813,0.0427,1368,6
2025-07-22,Claude-3.5,Data Analysis Tool,992,281728,518816,0.93,0.9075,0.0349,1405,5
2025-07-22,Gemini-Pro,Customer Support Bot,3084,820344,459516,0.8733,0.8735,0.0443,1136,19
2025-07-22,Gemini-Pro,Content Generation,1384,768120,1169480,0.8933,0.882,0.0404,1363,8
2025-07-22,Gemini-Pro,Code Review Assistant,1131,370968,401505,0.8787,0.8469,0.0364,1424,5
2025-07-22,Gemini-Pro,Data Analysis Tool,702,207792,267462,0.8887,0.8598,0.044,1476,2
2025-07-22,Custom Fine-tuned,Customer Support Bot,2603,478952,385244,0.9097,0.8884,0.0282,753,18
2025-07-22,Custom Fine-tuned,Content Generation,1333,811797,1298342,0.916,0.9052,0.0302,995,5
2025-07-22,Custom Fine-tuned,Code Review Assistant,1235,540930,678015,0.9053,0.889,0.0213,1178,8
2025-07-22,Custom Fine-tuned,Data Analysis Tool,800,243200,362400,0.9035,0.874,0.0242,1172,3
2025-07-23,GPT-4,Customer Support Bot,4253,927154,782552,0.9117,0.8807,0.0307,1719,22
2025-07-23,GPT-4,Content Generation,1390,895160,1009140,0.9246,0.8989,0.025,1979,8
2025-07-23,GPT-4,Code Review Assistant,1338,474990,409428,0.9275,0.9025,0.0256,2016,6
2025-07-23,GPT-4,Data Analysis Tool,1125,301500,513000,0.9305,0.9129,0.0341,1750,4
2025-07-23,Claude-3.5,Customer Support Bot,3933,939987,798399,0.8957,0.8854,0.0386,1523,13
2025-07-23,Claude-3.5,Content Generation,1413,741825,1309851,0.9132,0.8855,0.0382,1583,6
2025-07-23,Claude-3.5,Code Review Assistant,1211,615188,415373,0.9134,0.8841,0.0391,1610,2
2025-07-23,Claude-3.5,Data Analysis Tool,872,244160,275552,0.8999,0.8751,0.0352,1304,2
2025-07-23,Gemini-Pro,Customer Support Bot,3538,909266,870348,0.8791,0.8406,0.0401,1262,9
2025-07-23,Gemini-Pro,Content Generation,1863,883062,1535112,0.879,0.8508,0.0391,1338,10
2025-07-23,Gemini-Pro,Code Review Assistant,1160,454720,392080,0.8894,0.8659,0.0425,1410,5
2025-07-23,Gemini-Pro,Data Analysis Tool,797,267792,281341,0.8759,0.8553,0.0435,1230,2
2025-07-23,Custom Fine-tuned,Customer Support Bot,2552,512952,586960,0.908,0.884,0.0313,1019,12
2025-07-23,Custom Fine-tuned,Content Generation,1395,965340,1228995,0.8939,0.8887,0.0249,1257,5
2025-07-23,Custom Fine-tuned,Code Review Assistant,1083,576156,348726,0.9257,0.9058,0.0207,1232,6
2025-07-23,Custom Fine-tuned,Data Analysis Tool,766,254312,474920,0.913,0.8917,0.0222,1171,6
2025-07-24,GPT-4,Customer Support Bot,3401,704007,428526,0.9236,0.9153,0.0328,1740,16
2025-07-24,GPT-4,Content Generation,1884,1211412,1345176,0.9369,0.9177,0.0251,1842,11
2025-07-24,GPT-4,Code Review Assistant,1216,381824,541120,0.9183,0.9003,0.0323,1900,4
2025-07-24,GPT-4,Data Analysis Tool,1054,262446,675614,0.9126,0.9117,0.0239,1819,8
2025-07-24,Claude-3.5,Customer Support Bot,3387,904329,680787,0.9038,0.8951,0.0313,1410,16
2025-07-24,Claude-3.5,Content Generation,1759,993835,1273516,0.9032,0.8941,0.0258,1465,14
2025-07-24,Claude-3.5,Code Review Assistant,1329,535587,408003,0.8868,0.8676,0.036,1718,5
2025-07-24,Claude-3.5,Data Analysis Tool,972,306180,299376,0.901,0.8771,0.0425,1494,0
2025-07-24,Gemini-Pro,Customer Support Bot,3190,577390,421080,0.8898,0.8762,0.0365,1263,15
2025-07-24,Gemini-Pro,Content Generation,1690,981890,1027520,0.8749,0.8355,0.0427,1406,8
2025-07-24,Gemini-Pro,Code Review Assistant,1197,539847,404586,0.8822,0.86,0.0382,1516,5
2025-07-24,Gemini-Pro,Data Analysis Tool,850,254150,606900,0.8733,0.8562,0.0372,1504,3
2025-07-24,Custom Fine-tuned,Customer Support Bot,2740,734320,602800,0.9068,0.8885,0.0284,921,10
2025-07-24,Custom Fine-tuned,Content Generation,1395,616590,1046250,0.9169,0.8906,0.0311,1117,8
2025-07-24,Custom Fine-tuned,Code Review Assistant,1182,446796,264768,0.9107,0.8941,0.0197,1091,5
2025-07-24,Custom Fine-tuned,Data Analysis Tool,801,265131,333216,0.914,0.8947,0.0248,1340,3
2025-07-25,GPT-4,Customer Support Bot,3481,845883,584808,0.9112,0.881,0.0337,1637,15
2025-07-25,GPT-4,Content Generation,1794,1209156,1264770,0.9095,0.882,0.0218,1996,5
2025-07-25,GPT-4,Code Review Assistant,1116,534564,562464,0.9031,0.8754,0.0245,1915,6
2025-07-25,GPT-4,Data Analysis Tool,876,340764,402960,0.9078,0.8944,0.0286,1619,6
2025-07-25,Claude-3.5,Customer Support Bot,3605,836360,630875,0.8809,0.8763,0.0384,1694,13
2025-07-25,Claude-3.5,Content Generation,1908,860508,1898460,0.891,0.878,0.0297,1537,6
2025-07-25,Claude-3.5,Code Review Assistant,1219,309626,565616,0.9004,0.8744,0.0285,1347,7
2025-07-25,Claude-3.5,Data Analysis Tool,1006,270614,478856,0.9043,0.8854,0.0384,1669,3
2025-07-25,Gemini-Pro,Customer Support Bot,3056,757888,693712,0.8635,0.831,0.0463,1229,13
2025-07-25,Gemini-Pro,Content Generation,1728,1088640,1055808,0.8696,0.8399,0.0453,1311,7
2025-07-25,Gemini-Pro,Code Review Assistant,998,415168,352294,0.88,0.8551,0.0378,1313,3
2025-07-25,Gemini-Pro,Data Analysis Tool,781,267883,335049,0.8694,0.8531,0.0394,1338,5
2025-07-25,Custom Fine-tuned,Customer Support Bot,2989,902678,657580,0.9266,0.8914,0.0308,1066,19
2025-07-25,Custom Fine-tuned,Content Generation,1823,1254224,1739142,0.907,0.8735,0.0207,1147,4
2025-07-25,Custom Fine-tuned,Code Review Assistant,1024,488448,269312,0.9208,0.8898,0.0221,1007,7
2025-07-25,Custom Fine-tuned,Data Analysis Tool,807,242907,394623,0.9119,0.8652,0.0208,1138,6
2025-07-26,GPT-4,Customer Support Bot,3554,948918,661044,0.912,0.874,0.0261,1717,29
2025-07-26,GPT-4,Content Generation,1698,871074,1599516,0.9176,0.9057,0.0189,1843,6
2025-07-26,GPT-4,Code Review Assistant,1027,379990,356369,0.9192,0.9087,0.0202,2028,3
2025-07-26,GPT-4,Data Analysis Tool,764,225380,443884,0.9227,0.8996,0.0324,1841,4
2025-07-26,Claude-3.5,Customer Support Bot,2356,565440,579576,0.9394,0.8989,0.0282,1563,9
2025-07-26,Claude-3.5,Content Generation,1298,851488,745052,0.8968,0.8702,0.0349,1660,4
2025-07-26,Claude-3.5,Code Review Assistant,1003,417248,418251,0.8872,0.8638,0.0393,1414,6
2025-07-26,Claude-3.5,Data Analysis Tool,735,200655,385140,0.9126,0.9071,0.0321,1330,4
2025-07-26,Gemini-Pro,Customer Support Bot,2405,505050,440115,0.8666,0.8594,0.031,1229,14
2025-07-26,Gemini-Pro,Content Generation,1374,1064850,1088208,0.8834,0.8657,0.0356,1724,5
2025-07-26,Gemini-Pro,Code Review Assistant,1073,417397,378769,0.8772,0.8636,0.0391,1455,6
2025-07-26,Gemini-Pro,Data Analysis Tool,656,178432,211888,0.8641,0.8679,0.0422,1540,4
2025-07-26,Custom Fine-tuned,Customer Support Bot,2549,530192,522545,0.9058,0.8955,0.0278,1197,5
2025-07-26,Custom Fine-tuned,Content Generation,1344,817152,772800,0.8946,0.8791,0.0254,989,3
2025-07-26,Custom Fine-tuned,Code Review Assistant,852,295644,255600,0.9101,0.8885,0.0212,1210,3
2025-07-26,Custom Fine-tuned,Data Analysis Tool,730,246010,412450,0.9184,0.9072,0.0258,1134,3
2025-07-27,GPT-4,Customer Support Bot,3075,848700,522750,0.9196,0.907,0.0262,1831,12
2025-07-27,GPT-4,Content Generation,1473,950085,1154832,0.9157,0.9055,0.031,1737,9
2025-07-27,GPT-4,Code Review Assistant,1034,325710,336050,0.9032,0.8829,0.0337,1914,6
2025-07-27,GPT-4,Data Analysis Tool,720,189360,422640,0.9344,0.9213,0.0299,1722,5
2025-07-27,Claude-3.5,Customer Support Bot,2987,896100,495842,0.9083,0.8955,0.0374,1494,10
2025-07-27,Claude-3.5,Content Generation,1545,727695,1266900,0.9054,0.8685,0.0398,1290,10
2025-07-27,Claude-3.5,Code Review Assistant,1042,351154,340734,0.8995,0.8804,0.0364,1503,5
2025-07-27,Claude-3.5,Data Analysis Tool,770,214830,322630,0.8942,0.861,0.0447,1719,4
2025-07-27,Gemini-Pro,Customer Support Bot,2987,764672,415193,0.8774,0.8525,0.0388,1230,8
2025-07-27,Gemini-Pro,Content Generation,1469,725686,998920,0.8916,0.8665,0.0358,1425,6
2025-07-27,Gemini-Pro,Code Review Assistant,867,351135,312987,0.8823,0.8367,0.0407,1451,7
2025-07-27,Gemini-Pro,Data Analysis Tool,665,129675,334495,0.8819,0.8506,0.0457,1442,3
2025-07-27,Custom Fine-tuned,Customer Support Bot,2944,582912,491648,0.9089,0.879,0.0253,1166,16
2025-07-27,Custom Fine-tuned,Content Generation,1575,1026900,1044225,0.9085,0.868,0.0245,1277,8
2025-07-27,Custom Fine-tuned,Code Review Assistant,854,361242,438956,0.9041,0.892,0.0256,1058,4
2025-07-27,Custom Fine-tuned,Data Analysis Tool,742,227052,270830,0.9184,0.8947,0.0255,1342,2
2025-07-28,GPT-4,Customer Support Bot,3896,911664,580504,0.9196,0.9124,0.0357,1968,16
2025-07-28,GPT-4,Content Generation,1779,990903,1549509,0.9189,0.8946,0.0259,1965,9
2025-07-28,GPT-4,Code Review Assistant,1026,260604,255474,0.9152,0.8935,0.0326,1448,7
2025-07-28,GPT-4,Data Analysis Tool,1056,274560,522720,0.9209,0.8898,0.0337,1764,6
2025-07-28,Claude-3.5,Customer Support Bot,3212,831908,398288,0.907,0.8782,0.0446,1313,15
2025-07-28,Claude-3.5,Content Generation,1772,1088008,1305964,0.8957,0.8764,0.0347,1506,5
2025-07-28,Claude-3.5,Code Review Assistant,1362,509388,358206,0.8985,0.8856,0.0315,1299,7
2025-07-28,Claude-3.5,Data Analysis Tool,828,253368,258336,0.8826,0.8806,0.0387,1210,2
2025-07-28,Gemini-Pro,Customer Support Bot,3096,823536,631584,0.9039,0.8569,0.0454,1260,9
2025-07-28,Gemini-Pro,Content Generation,1851,1208703,1501161,0.8827,0.8718,0.0329,1423,9
2025-07-28,Gemini-Pro,Code Review Assistant,1055,516950,359755,0.9007,0.8928,0.0313,1321,2
2025-07-28,Gemini-Pro,Data Analysis Tool,767,240838,363558,0.8732,0.8644,0.0294,1621,3
2025-07-28,Custom Fine-tuned,Customer Support Bot,3158,811606,590546,0.9115,0.8975,0.019,1313,11
2025-07-28,Custom Fine-tuned,Content Generation,1683,1191564,1772199,0.9206,0.8869,0.023,968,11
2025-07-28,Custom Fine-tuned,Code Review Assistant,983,447265,320458,0.925,0.887,0.0219,1496,6
2025-07-28,Custom Fine-tuned,Data Analysis Tool,753,239454,272586,0.9184,0.8912,0.0291,1559,4
2025-07-29,GPT-4,Customer Support Bot,3446,930420,634064,0.9212,0.9049,0.0304,1747,17
2025-07-29,GPT-4,Content Generation,1789,1245144,1481292,0.9235,0.9075,0.0222,1863,10
2025-07-29,GPT-4,Code Review Assistant,1498,392476,605192,0.9271,0.8984,0.0322,1826,8
2025-07-29,GPT-4,Data Analysis Tool,862,269806,373246,0.9091,0.8945,0.0334,1715,2
2025-07-29,Claude-3.5,Customer Support Bot,3161,910368,651166,0.9138,0.8903,0.0314,1631,29
2025-07-29,Claude-3.5,Content Generation,1919,1270378,1097668,0.9059,0.8789,0.0364,1461,7
2025-07-29,Claude-3.5,Code Review Assistant,1063,561264,379491,0.8878,0.8766,0.0327,1458,9
2025-07-29,Claude-3.5,Data Analysis Tool,873,240075,431262,0.8948,0.8807,0.0294,1470,3
2025-07-29,Gemini-Pro,Customer Support Bot,3079,905226,575773,0.8687,0.8324,0.0383,1408,9
2025-07-29,Gemini-Pro,Content Generation,1819,1324232,1567978,0.8591,0.8375,0.0485,1270,6
2025-07-29,Gemini-Pro,Code Review Assistant,1269,587547,524097,0.8769,0.848,0.0388,1451,6
2025-07-29,Gemini-Pro,Data Analysis Tool,906,295356,201132,0.8813,0.8745,0.0398,1425,3
2025-07-29,Custom Fine-tuned,Customer Support Bot,3216,758976,713952,0.9033,0.8854,0.032,1350,17
2025-07-29,Custom Fine-tuned,Content Generation,1715,1089025,1437170,0.9204,0.9082,0.0317,1012,5
2025-07-29,Custom Fine-tuned,Code Review Assistant,895,354420,350840,0.9098,0.8864,0.0221,1368,4
2025-07-29,Custom Fine-tuned,Data Analysis Tool,881,259014,559435,0.9055,0.8919,0.0349,1053,5
2025-07-30,GPT-4,Customer Support Bot,4021,932872,848431,0.9135,0.9035,0.0344,1701,30
2025-07-30,GPT-4,Content Generation,1609,1102165,1134345,0.9199,0.8873,0.028,1603,7
2025-07-30,GPT-4,Code Review Assistant,1364,563332,582428,0.9094,0.8919,0.0282,1859,6
2025-07-30,GPT-4,Data Analysis Tool,818,168508,427814,0.9224,0.9024,0.0341,1734,3
2025-07-30,Claude-3.5,Customer Support Bot,3729,898689,865128,0.8899,0.8679,0.0344,1489,25
2025-07-30,Claude-3.5,Content Generation,2075,991850,1701500,0.9018,0.8817,0.0381,1377,15
2025-07-30,Claude-3.5,Code Review Assistant,1049,418551,344072,0.9278,0.8983,0.0397,1507,5
2025-07-30,Claude-3.5,Data Analysis Tool,971,163128,492297,0.9003,0.8747,0.0284,1632,8
2025-07-30,Gemini-Pro,Customer Support Bot,3613,1145321,599758,0.8614,0.8422,0.0441,1362,10
2025-07-30,Gemini-Pro,Content Generation,1795,1051870,1209830,0.8778,0.8712,0.0403,1110,8
2025-07-30,Gemini-Pro,Code Review Assistant,1189,363834,499380,0.8759,0.8531,0.0378,1444,4
2025-07-30,Gemini-Pro,Data Analysis Tool,775,212350,376650,0.8686,0.8469,0.0343,1437,3
2025-07-30,Custom Fine-tuned,Customer Support Bot,3174,799848,710976,0.911,0.891,0.0147,937,25
2025-07-30,Custom Fine-tuned,Content Generation,1731,983208,1367490,0.9055,0.902,0.0372,1237,7
2025-07-30,Custom Fine-tuned,Code Review Assistant,1262,492180,507324,0.9186,0.9085,0.0223,1300,5
2025-07-30,Custom Fine-tuned,Data Analysis Tool,882,257544,437472,0.9141,0.8974,0.0279,966,3
2025-07-31,GPT-4,Customer Support Bot,3315,881790,818805,0.9335,0.9072,0.0276,1843,18
2025-07-31,GPT-4,Content Generation,1696,1294048,1607808,0.9295,0.9109,0.0354,1880,5
2025-07-31,GPT-4,Code Review Assistant,1035,438840,349830,0.9196,0.8994,0.0356,1731,4
2025-07-31,GPT-4,Data Analysis Tool,758,218304,171308,0.9141,0.8937,0.034,1867,3
2025-07-31,Claude-3.5,Customer Support Bot,3066,763434,971922,0.9185,0.9065,0.0349,1524,10
2025-07-31,Claude-3.5,Content Generation,1830,1010160,1727520,0.9157,0.8882,0.0363,1515,4
2025-07-31,Claude-3.5,Code Review Assistant,1043,390082,434931,0.9103,0.9023,0.0325,1438,4
2025-07-31,Claude-3.5,Data Analysis Tool,827,187729,422597,0.9039,0.8834,0.0377,1356,2
2025-07-31,Gemini-Pro,Customer Support Bot,3275,799100,615700,0.8971,0.8601,0.0422,1695,22
2025-07-31,Gemini-Pro,Content Generation,1494,975582,1090620,0.8634,0.8475,0.0482,1355,5
2025-07-31,Gemini-Pro,Code Review Assistant,1027,367666,343018,0.8973,0.8733,0.0367,1648,6
2025-07-31,Gemini-Pro,Data Analysis Tool,899,269700,507935,0.8857,0.8686,0.032,1444,5
2025-07-31,Custom Fine-tuned,Customer Support Bot,3112,706424,448128,0.8945,0.8812,0.0174,1300,3
2025-07-31,Custom Fine-tuned,Content Generation,1459,837466,732418,0.914,0.895,0.0184,1369,5
2025-07-31,Custom Fine-tuned,Code Review Assistant,1054,436356,371008,0.9057,0.8815,0.0266,1269,4
2025-07-31,Custom Fine-tuned,Data Analysis Tool,884,292604,471172,0.9117,0.8823,0.0201,1078,4
2025-08-01,GPT-4,Customer Support Bot,4661,1333046,713133,0.9123,0.9019,0.0411,1767,23
2025-08-01,GPT-4,Content Generation,2168,1398360,1465568,0.9101,0.8846,0.0313,1806,13
2025-08-01,GPT-4,Code Review Assistant,1216,446272,411008,0.9145,0.8882,0.0291,1802,4
2025-08-01,GPT-4,Data Analysis Tool,902,236324,377036,0.9224,0.8894,0.03,1863,5
2025-08-01,Claude-3.5,Customer Support Bot,3562,744458,673218,0.89,0.8614,0.0437,1798,21
2025-08-01,Claude-3.5,Content Generation,1825,1153400,992800,0.8993,0.8598,0.0306,1542,8
2025-08-01,Claude-3.5,Code Review Assistant,1296,540432,428976,0.9168,0.9008,0.0345,1549,6
2025-08-01,Claude-3.5,Data Analysis Tool,893,188423,276830,0.9035,0.8979,0.0428,1552,3
2025-08-01,Gemini-Pro,Customer Support Bot,3538,806664,796050,0.8839,0.8651,0.0427,1405,19
2025-08-01,Gemini-Pro,Content Generation,1580,810540,660440,0.8782,0.8655,0.048,1509,8
2025-08-01,Gemini-Pro,Code Review Assistant,1237,484904,569020,0.8702,0.8596,0.0368,1272,3
2025-08-01,Gemini-Pro,Data Analysis Tool,852,227484,86904,0.8907,0.8496,0.0318,1488,4
2025-08-01,Custom Fine-tuned,Customer Support Bot,3407,787017,582597,0.925,0.9085,0.0171,1228,16
2025-08-01,Custom Fine-tuned,Content Generation,1650,1018050,1440450,0.9114,0.8913,0.0269,1214,6
2025-08-01,Custom Fine-tuned,Code Review Assistant,986,348058,321436,0.9088,0.8868,0.025,1337,4
2025-08-01,Custom Fine-tuned,Data Analysis Tool,806,219232,367536,0.92,0.8803,0.0255,1233,3
2025-08-02,GPT-4,Customer Support Bot,2898,541926,678132,0.9189,0.8953,0.0281,1718,22
2025-08-02,GPT-4,Content Generation,1681,1032134,1417083,0.934,0.909,0.0281,1581,10
2025-08-02,GPT-4,Code Review Assistant,1073,459244,347652,0.9202,0.9143,0.0289,1711,7
2025-08-02,GPT-4,Data Analysis Tool,985,333915,284665,0.9178,0.8974,0.0288,1858,3
2025-08-02,Claude-3.5,Customer Support Bot,2908,645576,476912,0.9092,0.8914,0.0263,1571,18
2025-08-02,Claude-3.5,Content Generation,1521,1070784,1044927,0.894,0.8879,0.0326,1674,10
2025-08-02,Claude-3.5,Code Review Assistant,1110,498390,508380,0.9039,0.8614,0.0347,1671,6
2025-08-02,Claude-3.5,Data Analysis Tool,829,253674,285176,0.8942,0.8742,0.0279,1467,5
2025-08-02,Gemini-Pro,Customer Support Bot,3074,805388,562542,0.8809,0.8686,0.0427,1420,16
2025-08-02,Gemini-Pro,Content Generation,1372,1101716,1366512,0.8653,0.8505,0.0289,1411,8
2025-08-02,Gemini-Pro,Code Review Assistant,1053,424359,355914,0.8876,0.8679,0.0376,1356,6
2025-08-02,Gemini-Pro,Data Analysis Tool,854,282674,432124,0.8795,0.8687,0.0448,1351,4
2025-08-02,Custom Fine-tuned,Customer Support Bot,2907,755820,811053,0.9339,0.9049,0.0281,1210,10
2025-08-02,Custom Fine-tuned,Content Generation,1383,896184,1488108,0.9018,0.8762,0.0203,1164,8
2025-08-02,Custom Fine-tuned,Code Review Assistant,822,365790,217830,0.9016,0.8788,0.0244,1116,5
2025-08-02,Custom Fine-tuned,Data Analysis Tool,796,229248,349444,0.9221,0.9256,0.0241,1424,4
2025-08-03,GPT-4,Customer Support Bot,3463,983492,824194,0.9009,0.8635,0.0267,1711,12
2025-08-03,GPT-4,Content Generation,1591,948236,1412808,0.9257,0.9017,0.0128,1703,4
2025-08-03,GPT-4,Code Review Assistant,1031,412400,210324,0.9169,0.9103,0.0352,2011,6
2025-08-03,GPT-4,Data Analysis Tool,897,297804,393783,0.8997,0.8791,0.0348,1711,4
2025-08-03,Claude-3.5,Customer Support Bot,3396,832020,675804,0.9158,0.9058,0.0314,1622,15
2025-08-03,Claude-3.5,Content Generation,1514,1002268,1538224,0.9147,0.9066,0.0332,1351,6
2025-08-03,Claude-3.5,Code Review Assistant,987,374073,394800,0.8779,0.8691,0.0318,1391,6
2025-08-03,Claude-3.5,Data Analysis Tool,774,227556,420282,0.906,0.8835,0.0355,1416,1
2025-08-03,Gemini-Pro,Customer Support Bot,2937,558030,440550,0.8825,0.8809,0.042,1251,12
2025-08-03,Gemini-Pro,Content Generation,1631,787773,1445066,0.8797,0.8766,0.0469,1281,8
2025-08-03,Gemini-Pro,Code Review Assistant,770,334950,173250,0.8777,0.8736,0.0455,1512,3
2025-08-03,Gemini-Pro,Data Analysis Tool,753,271080,293670,0.872,0.8644,0.0379,1485,5
2025-08-03,Custom Fine-tuned,Customer Support Bot,2239,754543,429888,0.9125,0.8895,0.0213,1273,14
2025-08-03,Custom Fine-tuned,Content Generation,1590,906300,1203630,0.9123,0.8892,0.0271,1234,4
2025-08-03,Custom Fine-tuned,Code Review Assistant,869,317185,305888,0.9004,0.8748,0.0193,807,6
2025-08-03,Custom Fine-tuned,Data Analysis Tool,669,179961,127779,0.9027,0.8811,0.0285,1341,3
2025-08-04,GPT-4,Customer Support Bot,4121,976677,1001403,0.9162,0.8896,0.0253,1649,14
2025-08-04,GPT-4,Content Generation,1735,879645,1585790,0.9233,0.9025,0.0343,1876,6
2025-08-04,GPT-4,Code Review Assistant,1265,435160,344080,0.9132,0.8979,0.0399,1738,8
2025-08-04,GPT-4,Data Analysis Tool,1020,346800,545700,0.9239,0.9201,0.0364,1856,7
2025-08-04,Claude-3.5,Customer Support Bot,3584,931840,580608,0.9058,0.8702,0.0274,1401,7
2025-08-04,Claude-3.5,Content Generation,1740,1383300,1614720,0.9045,0.8852,0.032,1343,10
2025-08-04,Claude-3.5,Code Review Assistant,1028,316624,289896,0.9182,0.9016,0.0457,1530,5
2025-08-04,Claude-3.5,Data Analysis Tool,807,291327,498726,0.8911,0.8592,0.0348,1432,3
2025-08-04,Gemini-Pro,Customer Support Bot,2850,760950,652650,0.8786,0.8738,0.0449,1422,19
2025-08-04,Gemini-Pro,Content Generation,1628,965404,605616,0.8691,0.8573,0.0365,1542,6
2025-08-04,Gemini-Pro,Code Review Assistant,1216,367232,249280,0.8764,0.8476,0.0332,1188,7
2025-08-04,Gemini-Pro,Data Analysis Tool,910,317590,510510,0.8587,0.8331,0.0431,1320,3
2025-08-04,Custom Fine-tuned,Customer Support Bot,2562,471408,576450,0.9149,0.8881,0.0254,1068,15
2025-08-04,Custom Fine-tuned,Content Generation,1607,793858,1174717,0.9184,0.9,0.0313,1151,7
2025-08-04,Custom Fine-tuned,Code Review Assistant,1091,398215,160377,0.9219,0.9033,0.0335,1108,3
2025-08-04,Custom Fine-tuned,Data Analysis Tool,781,268664,354574,0.9021,0.8715,0.0184,1329,4
2025-08-05,GPT-4,Customer Support Bot,3292,1046856,427960,0.9271,0.8988,0.0199,1681,24
2025-08-05,GPT-4,Content Generation,1772,979916,1445952,0.9251,0.9036,0.0358,1731,4
2025-08-05,GPT-4,Code Review Assistant,1192,382632,441040,0.9179,0.911,0.0312,1665,6
2025-08-05,GPT-4,Data Analysis Tool,859,248251,520554,0.9278,0.9074,0.0348,2012,8
2025-08-05,Claude-3.5,Customer Support Bot,3955,1135085,945245,0.9177,0.8996,0.0325,1425,21
2025-08-05,Claude-3.5,Content Generation,1837,1359380,1328151,0.897,0.8828,0.0359,1465,3
2025-08-05,Claude-3.5,Code Review Assistant,1269,616734,341361,0.8884,0.8858,0.0354,1188,5
2025-08-05,Claude-3.5,Data Analysis Tool,1012,268180,605176,0.9111,0.8922,0.0315,1339,4
2025-08-05,Gemini-Pro,Customer Support Bot,3394,746680,777226,0.8827,0.8708,0.0386,1293,16
2025-08-05,Gemini-Pro,Content Generation,1697,1030079,1427177,0.8977,0.88,0.0394,1550,9
2025-08-05,Gemini-Pro,Code Review Assistant,1111,439956,409959,0.8704,0.843,0.0333,1498,7
2025-08-05,Gemini-Pro,Data Analysis Tool,856,285904,439984,0.8879,0.8681,0.0359,1235,3
2025-08-05,Custom Fine-tuned,Customer Support Bot,3023,541117,810164,0.9073,0.8924,0.0257,1386,4
2025-08-05,Custom Fine-tuned,Content Generation,1532,871708,1182704,0.9245,0.9185,0.0279,1343,7
2025-08-05,Custom Fine-tuned,Code Review Assistant,841,259028,315375,0.9103,0.8985,0.0237,1144,6
2025-08-05,Custom Fine-tuned,Data Analysis Tool,870,261000,386280,0.9218,0.8981,0.0319,1164,5
2025-08-06,GPT-4,Customer Support Bot,3648,937536,627456,0.9169,0.9099,0.0268,1935,17
2025-08-06,GPT-4,Content Generation,1739,542568,1252080,0.9204,0.8951,0.0289,2097,10
2025-08-06,GPT-4,Code Review Assistant,1044,394632,328860,0.9121,0.8834,0.0258,1528,3
2025-08-06,GPT-4,Data Analysis Tool,924,255948,414876,0.9317,0.9179,0.0294,1881,3
2025-08-06,Claude-3.5,Customer Support Bot,3586,1147520,921602,0.9058,0.9088,0.0356,1710,22
2025-08-06,Claude-3.5,Content Generation,1593,1003590,818802,0.891,0.8739,0.0317,1461,7
2025-08-06,Claude-3.5,Code Review Assistant,1285,493440,415055,0.8865,0.8644,0.0404,1399,4
