Date,Model,UseCase,TimeSavedHours,ValueGeneratedUSD,CostAvoidedUSD,RiskIncidents,CSATDeltaPct
2025-07-19,GPT-4,Content Generation,118.68,5340.76,9.87,0,0.0236
2025-07-19,GPT-4,Customer Support Bot,123.82,5571.72,18.2,0,0.039
2025-07-19,GPT-4,Data Analysis Tool,60.35,2715.82,6.17,0,0.0426
2025-07-19,Gemini-Pro,Code Review Assistant,39.63,1783.43,3.07,0,0.0156
2025-07-19,Gemini-Pro,Content Generation,83.29,3747.83,6.45,0,0.0247
2025-07-19,Gemini-Pro,Customer Support Bot,149.55,6729.8,14.24,0,0.0152
2025-07-19,Gemini-Pro,Data Analysis Tool,44.53,2003.64,1.59,0,0.0138
2025-07-20,Claude-3.5,Code Review Assistant,43.46,1955.53,6.26,0,0.0074
2025-07-20,Claude-3.5,Content Generation,92.19,4148.51,8.21,0,0.0348
2025-07-20,Claude-3.5,Customer Support Bot,145.77,6559.53,13.55,1,0.0172
2025-07-20,Claude-3.5,Data Analysis Tool,53.69,2416.01,4.31,0,0.0292
2025-07-20,Custom Fine-tuned,Code Review Assistant,42.88,1929.77,8.56,0,0.0098
2025-07-20,Custom Fine-tuned,Content Generation,75.6,3402.1,8.54,0,0.012
2025-07-20,Custom Fine-tuned,Customer Support Bot,163.71,7367.1,19.14,1,0.0285
2025-07-20,Custom Fine-tuned,Data Analysis Tool,51.68,2325.81,6.19,0,0.0372
2025-07-20,GPT-4,Code Review Assistant,48.03,2161.43,6.92,0,0.0116
2025-07-20,GPT-4,Content Generation,94.39,4247.72,9.02,0,0.0254
2025-07-20,GPT-4,Customer Support Bot,150.13,6755.93,14.27,0,0.0284
2025-07-20,GPT-4,Data Analysis Tool,54.19,2438.44,5.63,0,0.0191
2025-07-20,Gemini-Pro,Code Review Assistant,39.0,1755.06,1.04,0,0.0177
2025-07-20,Gemini-Pro,Content Generation,92.93,4181.98,3.4,0,0.0166
2025-07-20,Gemini-Pro,Customer Support Bot,139.97,6298.59,16.91,0,0.0211
2025-07-20,Gemini-Pro,Data Analysis Tool,43.28,1947.46,1.71,0,0.0189
2025-07-21,Claude-3.5,Code Review Assistant,50.49,2271.9,5.15,0,0.0263
2025-07-21,Claude-3.5,Content Generation,97.67,4395.26,6.94,0,0.0151
2025-07-21,Claude-3.5,Customer Support Bot,165.47,7446.29,14.25,0,0.0236
2025-07-21,Claude-3.5,Data Analysis Tool,51.59,2321.43,5.13,0,0.0136
2025-07-21,Custom Fine-tuned,Code Review Assistant,39.22,1765.01,6.05,0,0.0313
2025-07-21,Custom Fine-tuned,Content Generation,75.33,3390.06,6.45,0,0.0373
2025-07-21,Custom Fine-tuned,Customer Support Bot,124.02,5581.05,19.03,0,0.015
2025-07-21,Custom Fine-tuned,Data Analysis Tool,50.91,2291.13,5.15,1,0.0513
2025-07-21,GPT-4,Code Review Assistant,51.49,2317.26,6.5,0,0.014
2025-07-21,GPT-4,Content Generation,112.49,5061.84,11.9,0,0.026
2025-07-21,GPT-4,Customer Support Bot,219.02,9855.79,29.7,0,0.0229
2025-07-21,GPT-4,Data Analysis Tool,67.97,3058.83,6.74,0,0.007
2025-07-21,Gemini-Pro,Code Review Assistant,44.74,2013.3,4.08,0,0.0254
2025-07-21,Gemini-Pro,Content Generation,87.57,3940.71,6.67,0,0.0212
2025-07-21,Gemini-Pro,Customer Support Bot,161.06,7247.87,15.26,0,0.0081
2025-07-21,Gemini-Pro,Data Analysis Tool,52.18,2348.01,5.04,1,0.0294
2025-07-22,Claude-3.5,Code Review Assistant,51.25,2306.47,4.29,0,0.0337
2025-07-22,Claude-3.5,Content Generation,90.06,4052.91,6.74,0,0.0313
2025-07-22,Claude-3.5,Customer Support Bot,155.16,6982.08,15.48,1,0.0081
2025-07-22,Claude-3.5,Data Analysis Tool,66.03,2971.24,4.98,0,0.0296
2025-07-22,Custom Fine-tuned,Code Review Assistant,50.77,2284.47,9.56,0,0.0278
2025-07-22,Custom Fine-tuned,Content Generation,82.62,3717.87,7.94,0,0.0359
2025-07-22,Custom Fine-tuned,Customer Support Bot,128.67,5790.31,16.56,0,0.0381
2025-07-22,Custom Fine-tuned,Data Analysis Tool,52.57,2365.63,5.73,0,0.0184
2025-07-22,GPT-4,Code Review Assistant,51.94,2337.33,7.74,0,0.0174
2025-07-22,GPT-4,Content Generation,130.93,5891.74,10.62,0,0.0147
2025-07-22,GPT-4,Customer Support Bot,169.74,7638.45,17.13,0,0.0199
2025-07-22,GPT-4,Data Analysis Tool,69.03,3106.48,7.22,0,0.0096
2025-07-22,Gemini-Pro,Code Review Assistant,45.89,2065.01,5.34,2,0.0276
2025-07-22,Gemini-Pro,Content Generation,84.84,3817.7,5.43,0,0.0279
2025-07-22,Gemini-Pro,Customer Support Bot,149.76,6739.05,9.68,1,-0.004
2025-07-22,Gemini-Pro,Data Analysis Tool,45.8,2060.88,2.25,0,0.005
2025-07-23,Claude-3.5,Code Review Assistant,49.98,2248.9,5.06,0,0.0259
2025-07-23,Claude-3.5,Content Generation,87.46,3935.66,6.16,0,0.0247
2025-07-23,Claude-3.5,Customer Support Bot,193.1,8689.4,16.83,0,0.0268
2025-07-23,Claude-3.5,Data Analysis Tool,57.2,2574.02,4.33,0,0.0106
2025-07-23,Custom Fine-tuned,Code Review Assistant,44.96,2023.18,8.51,0,0.0142
2025-07-23,Custom Fine-tuned,Content Generation,85.54,3849.17,9.79,0,0.0141
2025-07-23,Custom Fine-tuned,Customer Support Bot,126.05,5672.18,14.65,0,0.0069
2025-07-23,Custom Fine-tuned,Data Analysis Tool,50.57,2275.57,5.79,0,0.0196
2025-07-23,GPT-4,Code Review Assistant,55.59,2501.73,9.21,0,0.0104
2025-07-23,GPT-4,Content Generation,86.51,3892.99,9.73,0,0.0146
2025-07-23,GPT-4,Customer Support Bot,210.44,9469.88,24.92,0,0.0263
2025-07-23,GPT-4,Data Analysis Tool,74.9,3370.41,5.83,0,0.0234
2025-07-23,Gemini-Pro,Code Review Assistant,47.31,2129.13,4.06,0,0.02
2025-07-23,Gemini-Pro,Content Generation,113.4,5103.04,7.79,0,0.0135
2025-07-23,Gemini-Pro,Customer Support Bot,172.29,7753.27,14.08,0,0.029
2025-07-23,Gemini-Pro,Data Analysis Tool,51.67,2325.08,2.63,0,0.014
2025-07-24,Claude-3.5,Code Review Assistant,54.14,2436.22,6.38,0,0.042
2025-07-24,Claude-3.5,Content Generation,108.35,4875.63,12.03,0,0.0101
2025-07-24,Claude-3.5,Customer Support Bot,166.95,7512.72,19.44,1,0.0254
2025-07-24,Claude-3.5,Data Analysis Tool,63.79,2870.74,3.4,0,0.0137
2025-07-24,Custom Fine-tuned,Code Review Assistant,48.71,2192.17,9.53,0,0.0399
2025-07-24,Custom Fine-tuned,Content Generation,86.5,3892.49,8.06,0,0.0286
2025-07-24,Custom Fine-tuned,Customer Support Bot,135.26,6086.48,17.32,0,0.02
2025-07-24,Custom Fine-tuned,Data Analysis Tool,52.9,2380.7,5.64,0,0.0112
2025-07-24,GPT-4,Code Review Assistant,50.3,2263.55,6.74,1,0.0249
2025-07-24,GPT-4,Content Generation,117.95,5307.82,13.15,1,0.0223
2025-07-24,GPT-4,Customer Support Bot,169.26,7616.5,18.5,0,0.0018
2025-07-24,GPT-4,Data Analysis Tool,69.57,3130.53,7.61,0,0.0339
2025-07-24,Gemini-Pro,Code Review Assistant,48.65,2189.29,5.22,0,0.0177
2025-07-24,Gemini-Pro,Content Generation,102.66,4619.81,5.85,0,0.0033
2025-07-24,Gemini-Pro,Customer Support Bot,156.17,7027.52,14.99,0,0.0246
2025-07-24,Gemini-Pro,Data Analysis Tool,55.03,2476.52,3.88,0,0.0261
2025-07-25,Claude-3.5,Code Review Assistant,49.99,2249.49,7.68,0,0.0159
2025-07-25,Claude-3.5,Content Generation,116.83,5257.21,11.56,0,0.0128
2025-07-25,Claude-3.5,Customer Support Bot,175.71,7907.11,15.57,0,0.016
2025-07-25,Claude-3.5,Data Analysis Tool,66.13,2975.94,4.35,1,0.0122
2025-07-25,Custom Fine-tuned,Code Review Assistant,42.41,1908.45,7.76,0,0.0195
2025-07-25,Custom Fine-tuned,Content Generation,112.5,5062.38,14.33,0,0.0178
2025-07-25,Custom Fine-tuned,Customer Support Bot,148.97,6703.51,17.46,0,0.0251
2025-07-25,Custom Fine-tuned,Data Analysis Tool,53.25,2396.09,6.33,0,0.0153
2025-07-25,GPT-4,Code Review Assistant,45.83,2062.13,7.92,0,0.0272
2025-07-25,GPT-4,Content Generation,110.84,4987.9,13.71,0,0.028
2025-07-25,GPT-4,Customer Support Bot,172.2,7749.04,18.31,0,0.0235
2025-07-25,GPT-4,Data Analysis Tool,57.68,2595.79,5.5,0,0.0267
2025-07-25,Gemini-Pro,Code Review Assistant,40.52,1823.35,4.43,0,0.0352
2025-07-25,Gemini-Pro,Content Generation,104.7,4711.32,5.08,0,0.0049
2025-07-25,Gemini-Pro,Customer Support Bot,147.68,6645.52,8.37,0,0.0233
2025-07-25,Gemini-Pro,Data Analysis Tool,50.47,2271.1,3.22,0,0.0314
2025-07-26,Claude-3.5,Code Review Assistant,40.87,1838.98,4.15,0,0.0124
2025-07-26,Claude-3.5,Content Generation,79.7,3586.61,6.52,0,0.002
2025-07-26,Claude-3.5,Customer Support Bot,118.14,5316.44,14.98,0,0.0301
2025-07-26,Claude-3.5,Data Analysis Tool,48.51,2183.06,4.1,0,0.012
2025-07-26,Custom Fine-tuned,Code Review Assistant,35.1,1579.68,6.61,0,0.0243
2025-07-26,Custom Fine-tuned,Content Generation,82.44,3709.72,9.3,0,0.0205
2025-07-26,Custom Fine-tuned,Customer Support Bot,125.77,5659.45,16.42,1,0.0147
2025-07-26,Custom Fine-tuned,Data Analysis Tool,48.32,2174.3,4.99,0,0.023
2025-07-26,GPT-4,Code Review Assistant,42.5,1912.56,8.17,0,0.0304
2025-07-26,GPT-4,Content Generation,105.32,4739.56,13.96,0,0.0279
2025-07-26,GPT-4,Customer Support Bot,175.88,7914.62,24.1,0,0.0196
2025-07-26,GPT-4,Data Analysis Tool,50.67,2280.3,4.22,0,0.0206
2025-07-26,Gemini-Pro,Code Review Assistant,43.5,1957.67,4.49,0,0.0021
2025-07-26,Gemini-Pro,Content Generation,83.82,3771.75,6.71,0,0.0075
2025-07-26,Gemini-Pro,Customer Support Bot,116.4,5237.92,13.95,0,0.0108
2025-07-26,Gemini-Pro,Data Analysis Tool,42.28,1902.6,2.34,0,0.0124
2025-07-27,Claude-3.5,Code Review Assistant,42.71,1922.02,4.92,0,0.0187
2025-07-27,Claude-3.5,Content Generation,95.27,4287.05,6.24,0,0.0194
2025-07-27,Claude-3.5,Customer Support Bot,147.56,6639.99,13.5,0,0.0143
2025-07-27,Claude-3.5,Data Analysis Tool,50.37,2266.61,2.36,0,0.0191
2025-07-27,Custom Fine-tuned,Code Review Assistant,35.08,1578.78,5.88,0,0.0072
2025-07-27,Custom Fine-tuned,Content Generation,97.26,4376.89,11.18,0,0.0295
2025-07-27,Custom Fine-tuned,Customer Support Bot,145.47,6546.31,20.43,0,0.0269
2025-07-27,Custom Fine-tuned,Data Analysis Tool,49.11,2210.04,5.12,0,0.0383
2025-07-27,GPT-4,Code Review Assistant,42.46,1910.71,5.44,0,0.0244
2025-07-27,GPT-4,Content Generation,91.28,4107.75,8.54,0,0.0269
2025-07-27,GPT-4,Customer Support Bot,152.74,6873.14,20.79,1,0.0227
2025-07-27,GPT-4,Data Analysis Tool,48.02,2161.11,4.33,0,0.0237
2025-07-27,Gemini-Pro,Code Review Assistant,35.24,1585.8,3.35,0,0.0061
2025-07-27,Gemini-Pro,Content Generation,89.97,4048.8,7.11,0,0.0342
2025-07-27,Gemini-Pro,Customer Support Bot,145.34,6540.31,12.66,1,0.0051
2025-07-27,Gemini-Pro,Data Analysis Tool,43.24,1945.75,1.9,0,0.0088
2025-07-28,Claude-3.5,Code Review Assistant,55.8,2511.05,7.76,0,0.0287
2025-07-28,Claude-3.5,Content Generation,108.75,4893.72,8.97,0,0.0332
2025-07-28,Claude-3.5,Customer Support Bot,158.57,7135.65,9.89,1,0.0406
2025-07-28,Claude-3.5,Data Analysis Tool,53.86,2423.51,3.53,0,0.0479
2025-07-28,Custom Fine-tuned,Code Review Assistant,40.79,1835.75,7.49,0,0.0289
2025-07-28,Custom Fine-tuned,Content Generation,104.54,4704.51,12.45,0,0.0264
2025-07-28,Custom Fine-tuned,Customer Support Bot,156.25,7031.03,25.9,0,0.017
2025-07-28,Custom Fine-tuned,Data Analysis Tool,49.84,2242.81,4.65,0,0.0273
2025-07-28,GPT-4,Code Review Assistant,42.38,1907.01,5.62,0,0.0148
2025-07-28,GPT-4,Content Generation,110.42,4968.77,12.13,0,0.0146
2025-07-28,GPT-4,Customer Support Bot,193.52,8708.21,18.93,0,0.0314
2025-07-28,GPT-4,Data Analysis Tool,69.98,3149.09,5.55,0,0.0243
2025-07-28,Gemini-Pro,Code Review Assistant,43.27,1947.14,6.06,0,0.0235
2025-07-28,Gemini-Pro,Content Generation,112.88,5079.41,10.03,0,0.0278
2025-07-28,Gemini-Pro,Customer Support Bot,152.61,6867.58,9.04,0,0.0272
2025-07-28,Gemini-Pro,Data Analysis Tool,49.66,2234.58,4.69,0,0.0256
2025-07-29,Claude-3.5,Code Review Assistant,43.32,1949.56,5.8,0,0.0126
2025-07-29,Claude-3.5,Content Generation,118.36,5326.12,9.06,0,0.0303
2025-07-29,Claude-3.5,Customer Support Bot,156.57,7045.57,18.08,0,0.013
2025-07-29,Claude-3.5,Data Analysis Tool,57.12,2570.56,5.34,0,0.0126
2025-07-29,Custom Fine-tuned,Code Review Assistant,36.87,1659.17,6.78,0,0.0247
2025-07-29,Custom Fine-tuned,Content Generation,106.52,4793.49,9.71,0,0.0113
2025-07-29,Custom Fine-tuned,Customer Support Bot,158.48,7131.69,18.01,0,0.0314
2025-07-29,Custom Fine-tuned,Data Analysis Tool,57.95,2607.69,4.42,0,0.0256
2025-07-29,GPT-4,Code Review Assistant,62.23,2800.35,8.33,0,0.0151
2025-07-29,GPT-4,Content Generation,111.28,5007.81,13.52,0,0.0239
2025-07-29,GPT-4,Customer Support Bot,171.3,7708.34,20.4,0,0.0383
2025-07-29,GPT-4,Data Analysis Tool,56.8,2555.92,4.59,0,0.0201
2025-07-29,Gemini-Pro,Code Review Assistant,51.44,2314.92,5.38,0,0.0117
2025-07-29,Gemini-Pro,Content Generation,109.64,4933.65,4.18,1,0.0075
2025-07-29,Gemini-Pro,Customer Support Bot,149.17,6712.82,13.36,0,0.0233
2025-07-29,Gemini-Pro,Data Analysis Tool,58.89,2650.12,3.66,0,0.0308
2025-07-30,Claude-3.5,Code Review Assistant,43.59,1961.65,4.26,0,0.0061
2025-07-30,Claude-3.5,Content Generation,127.72,5747.6,9.09,1,0.0063
2025-07-30,Claude-3.5,Customer Support Bot,182.56,8215.33,19.09,0,0.0227
2025-07-30,Claude-3.5,Data Analysis Tool,63.71,2866.81,6.14,0,0.0355
2025-07-30,Custom Fine-tuned,Code Review Assistant,52.21,2349.52,9.52,0,0.0184
2025-07-30,Custom Fine-tuned,Content Generation,106.74,4803.4,7.89,0,0.021
2025-07-30,Custom Fine-tuned,Customer Support Bot,157.0,7064.94,28.76,0,0.0249
2025-07-30,Custom Fine-tuned,Data Analysis Tool,58.26,2621.57,5.66,0,0.0324
2025-07-30,GPT-4,Code Review Assistant,56.18,2528.12,8.68,0,0.0082
2025-07-30,GPT-4,Content Generation,99.91,4496.13,10.3,0,0.0342
2025-07-30,GPT-4,Customer Support Bot,199.14,8961.12,20.59,0,0.0217
2025-07-30,GPT-4,Data Analysis Tool,54.25,2441.12,4.24,0,0.0349
2025-07-30,Gemini-Pro,Code Review Assistant,48.18,2167.92,5.28,0,0.0297
2025-07-30,Gemini-Pro,Content Generation,109.2,4913.87,7.07,0,0.0321
2025-07-30,Gemini-Pro,Customer Support Bot,174.41,7848.56,11.49,0,0.0236
2025-07-30,Gemini-Pro,Data Analysis Tool,50.06,2252.76,3.98,0,0.0338
2025-07-31,Claude-3.5,Code Review Assistant,42.98,1934.0,5.74,0,0.0275
2025-07-31,Claude-3.5,Content Generation,113.41,5103.31,8.67,0,0.0352
2025-07-31,Claude-3.5,Customer Support Bot,152.21,6849.38,15.39,0,0.0135
2025-07-31,Claude-3.5,Data Analysis Tool,54.35,2445.95,3.69,0,0.013
2025-07-31,Custom Fine-tuned,Code Review Assistant,43.33,1950.04,7.04,0,0.0217
2025-07-31,Custom Fine-tuned,Content Generation,90.34,4065.36,12.14,1,0.0137
2025-07-31,Custom Fine-tuned,Customer Support Bot,152.7,6871.48,26.51,0,0.0214
2025-07-31,Custom Fine-tuned,Data Analysis Tool,58.32,2624.46,7.05,0,0.012
2025-07-31,GPT-4,Code Review Assistant,42.84,1927.83,5.05,0,0.0261
2025-07-31,GPT-4,Content Generation,105.8,4761.22,8.34,0,0.0313
2025-07-31,GPT-4,Customer Support Bot,165.76,7459.35,21.48,0,0.0246
2025-07-31,GPT-4,Data Analysis Tool,50.07,2253.01,3.94,0,0.0163
2025-07-31,Gemini-Pro,Code Review Assistant,42.05,1892.32,4.79,0,0.0154
2025-07-31,Gemini-Pro,Content Generation,90.24,4060.83,3.53,1,0.0185
2025-07-31,Gemini-Pro,Customer Support Bot,160.9,7240.59,11.66,1,0.0149
2025-07-31,Gemini-Pro,Data Analysis Tool,58.56,2635.34,5.03,0,0.0064
2025-08-01,Claude-3.5,Code Review Assistant,53.57,2410.72,6.61,0,0.0295
2025-08-01,Claude-3.5,Content Generation,112.2,5048.96,10.73,0,0.02
2025-08-01,Claude-3.5,Customer Support Bot,174.4,7847.8,11.61,0,0.0204
2025-08-01,Claude-3.5,Data Analysis Tool,58.68,2640.64,3.07,0,0.0134
2025-08-01,Custom Fine-tuned,Code Review Assistant,40.6,1826.98,6.9,0,0.0087
2025-08-01,Custom Fine-tuned,Content Generation,102.04,4591.77,10.92,0,0.0125
2025-08-01,Custom Fine-tuned,Customer Support Bot,169.67,7635.09,29.23,0,0.0168
2025-08-01,Custom Fine-tuned,Data Analysis Tool,53.39,2402.52,5.56,0,0.0093
2025-08-01,GPT-4,Code Review Assistant,50.21,2259.39,7.51,1,0.0245
2025-08-01,GPT-4,Content Generation,133.99,6029.5,12.44,0,0.0271
2025-08-01,GPT-4,Customer Support Bot,230.7,10381.37,17.62,0,0.0176
2025-08-01,GPT-4,Data Analysis Tool,59.82,2691.8,5.41,0,0.0267
2025-08-01,Gemini-Pro,Code Review Assistant,49.98,2249.09,5.74,0,0.0032
2025-08-01,Gemini-Pro,Content Generation,96.14,4326.15,3.79,0,0.0198
2025-08-01,Gemini-Pro,Customer Support Bot,172.7,7771.61,12.24,0,0.017
2025-08-01,Gemini-Pro,Data Analysis Tool,55.64,2503.69,4.81,0,0.0156
2025-08-02,Claude-3.5,Code Review Assistant,45.6,2051.85,5.62,0,0.0167
2025-08-02,Claude-3.5,Content Generation,93.27,4197.05,8.34,0,0.0192
2025-08-02,Claude-3.5,Customer Support Bot,143.72,6467.21,19.6,0,0.027
2025-08-02,Claude-3.5,Data Analysis Tool,54.23,2440.28,5.32,0,0.0098
2025-08-02,Custom Fine-tuned,Code Review Assistant,33.73,1517.77,5.85,0,0.0188
2025-08-02,Custom Fine-tuned,Content Generation,85.13,3830.81,10.98,1,0.0092
2025-08-02,Custom Fine-tuned,Customer Support Bot,145.39,6542.53,18.55,0,0.0316
2025-08-02,Custom Fine-tuned,Data Analysis Tool,52.78,2375.12,5.72,0,0.0223
2025-08-02,GPT-4,Code Review Assistant,44.43,1999.19,6.67,0,0.0122
2025-08-02,GPT-4,Content Generation,105.1,4729.33,10.72,0,0.0233
2025-08-02,GPT-4,Customer Support Bot,143.9,6475.33,18.49,0,0.0229
2025-08-02,GPT-4,Data Analysis Tool,65.18,2932.97,6.15,0,0.021
2025-08-02,Gemini-Pro,Code Review Assistant,42.91,1931.03,4.72,0,0.0045
2025-08-02,Gemini-Pro,Content Generation,82.95,3732.74,8.53,0,0.0319
2025-08-02,Gemini-Pro,Customer Support Bot,149.83,6742.43,10.64,1,0.0198
2025-08-02,Gemini-Pro,Data Analysis Tool,55.46,2495.8,2.6,0,0.0179
2025-08-03,Claude-3.5,Code Review Assistant,40.03,1801.38,5.57,0,0.0139
2025-08-03,Claude-3.5,Content Generation,93.78,4220.04,8.12,0,0.0267
2025-08-03,Claude-3.5,Customer Support Bot,168.37,7576.69,19.43,1,0.0216
2025-08-03,Claude-3.5,Data Analysis Tool,50.92,2291.54,3.79,0,0.0193
2025-08-03,Custom Fine-tuned,Code Review Assistant,35.64,1603.62,7.07,0,0.0105
2025-08-03,Custom Fine-tuned,Content Generation,98.37,4426.73,10.46,0,0.0286
2025-08-03,Custom Fine-tuned,Customer Support Bot,110.83,4987.37,17.33,0,0.0292
2025-08-03,Custom Fine-tuned,Data Analysis Tool,43.94,1977.49,4.21,0,0.0187
2025-08-03,GPT-4,Code Review Assistant,42.62,1917.88,5.11,0,0.0195
2025-08-03,GPT-4,Content Generation,99.07,4458.29,15.02,0,0.0201
2025-08-03,GPT-4,Customer Support Bot,170.45,7670.45,23.06,0,0.0272
2025-08-03,GPT-4,Data Analysis Tool,58.83,2647.56,4.52,0,0.0197
2025-08-03,Gemini-Pro,Code Review Assistant,31.23,1405.2,2.23,0,0.0148
2025-08-03,Gemini-Pro,Content Generation,99.31,4469.09,4.27,0,0.0058
2025-08-03,Gemini-Pro,Customer Support Bot,143.27,6447.01,10.57,0,0.027
2025-08-03,Gemini-Pro,Data Analysis Tool,48.72,2192.5,3.33,0,0.0095
2025-08-04,Claude-3.5,Code Review Assistant,42.52,1913.5,2.94,0,0.0094
2025-08-04,Claude-3.5,Content Generation,107.24,4826.02,9.74,0,0.0257
2025-08-04,Claude-3.5,Customer Support Bot,176.83,7957.43,23.37,0,0.0202
2025-08-04,Claude-3.5,Data Analysis Tool,52.71,2371.92,4.07,0,0.0413
2025-08-04,Custom Fine-tuned,Code Review Assistant,45.21,2034.4,5.78,0,0.0086
2025-08-04,Custom Fine-tuned,Content Generation,99.72,4487.29,9.22,0,0.0157
2025-08-04,Custom Fine-tuned,Customer Support Bot,126.97,5713.5,17.73,0,0.0267
2025-08-04,Custom Fine-tuned,Data Analysis Tool,51.29,2307.87,6.5,0,0.0194
2025-08-04,GPT-4,Code Review Assistant,52.2,2348.95,5.09,0,0.0225
2025-08-04,GPT-4,Content Generation,107.92,4856.19,8.92,0,0.0235
2025-08-04,GPT-4,Customer Support Bot,204.36,9196.0,28.6,0,0.0046
2025-08-04,GPT-4,Data Analysis Tool,67.69,3046.14,4.81,0,0.0242
2025-08-04,Gemini-Pro,Code Review Assistant,49.28,2217.69,6.52,0,0.0244
2025-08-04,Gemini-Pro,Content Generation,98.61,4437.58,7.65,0,0.0079
2025-08-04,Gemini-Pro,Customer Support Bot,138.76,6244.03,8.61,0,0.0094
2025-08-04,Gemini-Pro,Data Analysis Tool,58.49,2632.2,3.08,0,0.0111
2025-08-05,Claude-3.5,Code Review Assistant,51.73,2328.06,6.24,0,0.0062
2025-08-05,Claude-3.5,Content Generation,112.81,5076.46,8.85,0,0.0097
2025-08-05,Claude-3.5,Customer Support Bot,196.27,8831.97,21.75,0,0.022
2025-08-05,Claude-3.5,Data Analysis Tool,66.75,3003.6,5.77,0,0.033
2025-08-05,Custom Fine-tuned,Code Review Assistant,34.65,1559.44,6.11,0,0.0152
2025-08-05,Custom Fine-tuned,Content Generation,95.34,4290.48,9.84,0,0.0388
2025-08-05,Custom Fine-tuned,Customer Support Bot,149.26,6716.76,20.74,0,0.0148
2025-08-05,Custom Fine-tuned,Data Analysis Tool,57.68,2595.55,4.89,0,0.0299
2025-08-05,GPT-4,Code Review Assistant,49.3,2218.44,6.87,0,0.0139
2025-08-05,GPT-4,Content Generation,110.31,4964.05,8.58,0,0.0257
2025-08-05,GPT-4,Customer Support Bot,164.11,7384.84,26.4,0,0.0374
2025-08-05,GPT-4,Data Analysis Tool,57.11,2570.16,4.33,0,0.0283
2025-08-05,Gemini-Pro,Code Review Assistant,44.89,2020.2,5.93,0,0.0152
2025-08-05,Gemini-Pro,Content Generation,104.25,4691.18,6.99,1,0.0173
2025-08-05,Gemini-Pro,Customer Support Bot,165.58,7450.9,14.53,1,0.018
2025-08-05,Gemini-Pro,Data Analysis Tool,55.82,2512.0,4.13,0,0.0109
2025-08-06,Claude-3.5,Code Review Assistant,52.34,2355.21,5.04,0,0.0042
2025-08-06,Claude-3.5,Content Generation,97.54,4389.27,9.02,0,-0.0023
2025-08-06,Claude-3.5,Customer Support Bot,176.93,7961.87,17.5,0,0.0249
2025-08-06,Claude-3.5,Data Analysis Tool,53.84,2422.64,2.2,0,0.0119
2025-08-06,Custom Fine-tuned,Code Review Assistant,43.77,1969.58,10.29,0,0.0226
2025-08-06,Custom Fine-tuned,Content Generation,111.89,5035.01,14.36,0,0.0159
2025-08-06,Custom Fine-tuned,Customer Support Bot,136.09,6124.17,20.76,0,0.0333
2025-08-06,Custom Fine-tuned,Data Analysis Tool,56.05,2522.36,6.25,0,0.0204
2025-08-06,GPT-4,Code Review Assistant,43.06,1937.55,7.14,0,0.0359
2025-08-06,GPT-4,Content Generation,108.01,4860.57,10.82,0,0.0213
2025-08-06,GPT-4,Customer Support Bot,180.96,8143.26,24.22,0,0.0384
2025-08-06,GPT-4,Data Analysis Tool,61.55,2769.83,5.65,0,0.028
2025-08-06,Gemini-Pro,Code Review Assistant,46.99,2114.41,5.07,0,-0.0005
2025-08-06,Gemini-Pro,Content Generation,114.72,5162.23,6.79,1,0.0154
2025-08-06,Gemini-Pro,Customer Support Bot,146.36,6586.41,8.69,0,0.0315
2025-08-06,Gemini-Pro,Data Analysis Tool,55.27,2487.1,3.6,0,0.005
2025-08-07,Claude-3.5,Code Review Assistant,45.97,2068.52,6.77,0,0.014
2025-08-07,Claude-3.5,Content Generation,101.15,4551.57,4.41,0,0.0138
2025-08-07,Claude-3.5,Customer Support Bot,159.45,7175.04,14.43,0,0.0148
2025-08-07,Claude-3.5,Data Analysis Tool,68.06,3062.64,6.36,0,0.034
2025-08-07,Custom Fine-tuned,Code Review Assistant,35.86,1613.74,5.68,1,0.0188
2025-08-07,Custom Fine-tuned,Content Generation,93.11,4189.88,10.29,0,0.0244
2025-08-07,Custom Fine-tuned,Customer Support Bot,161.53,7268.68,23.23,0,0.0438
2025-08-07,Custom Fine-tuned,Data Analysis Tool,47.34,2130.19,4.6,0,0.0334
2025-08-07,GPT-4,Code Review Assistant,46.76,2104.38,5.1,0,0.0208
2025-08-07,GPT-4,Content Generation,103.67,4664.96,11.24,0,0.0217
2025-08-07,GPT-4,Customer Support Bot,185.02,8325.93,20.13,0,0.0255
2025-08-07,GPT-4,Data Analysis Tool,61.54,2769.52,6.74,0,0.0206
2025-08-07,Gemini-Pro,Code Review Assistant,40.44,1819.87,4.48,0,0.0185
2025-08-07,Gemini-Pro,Content Generation,112.58,5065.93,7.84,0,0.0104
2025-08-07,Gemini-Pro,Customer Support Bot,168.13,7565.97,17.05,0,0.0176
2025-08-07,Gemini-Pro,Data Analysis Tool,53.68,2415.69,4.28,0,0.0175
2025-08-08,Claude-3.5,Code Review Assistant,49.27,2217.15,7.54,0,0.0079
2025-08-08,Claude-3.5,Content Generation,100.49,4522.16,5.59,0,0.0239
2025-08-08,Claude-3.5,Customer Support Bot,186.52,8393.52,14.02,1,0.0267
2025-08-08,Claude-3.5,Data Analysis Tool,57.05,2567.36,3.96,0,0.0265
2025-08-08,Custom Fine-tuned,Code Review Assistant,41.16,1852.02,5.88,0,0.0116
2025-08-08,Custom Fine-tuned,Content Generation,86.16,3877.3,8.09,0,0.02
